Date,Open,High,Low,Close,Adj Close,Volume
2004-11-01,287.500000,293.614990,285.575012,292.665009,220.612747,3068784
2004-11-02,282.500000,294.940002,281.250000,289.924988,218.547318,4432020
2004-11-03,290.250000,296.000000,290.250000,293.799988,221.468353,4489068
2004-11-04,295.440002,296.975006,291.924988,292.600006,220.563705,3277904
2004-11-05,293.489990,295.000000,290.000000,291.364990,219.632797,2511924
2004-11-08,291.250000,297.225006,289.000000,296.040009,223.156830,5145864
2004-11-09,296.750000,299.475006,294.250000,297.100006,223.955872,3669356
2004-11-10,297.750000,299.750000,297.524994,298.589996,225.079041,2867196
2004-11-11,299.750000,300.850006,297.774994,299.065002,225.437057,2617564
2004-11-12,301.000000,302.000000,297.549988,299.190002,225.531342,906704
2004-11-15,,,,,,
2004-11-16,299.500000,299.500000,296.000000,297.725006,224.427002,2002752
2004-11-17,297.875000,302.475006,297.875000,301.350006,227.159531,2733968
2004-11-18,302.364990,308.640015,301.625000,307.750000,231.983932,3736064
2004-11-19,308.250000,309.250000,302.774994,304.274994,229.364441,3406380
2004-11-22,301.950012,306.500000,298.750000,305.614990,230.374451,2369136
2004-11-23,307.649994,310.500000,306.040009,308.890015,232.843262,2156396
2004-11-24,309.750000,311.250000,307.540009,308.475006,232.530426,1611652
2004-11-25,308.500000,311.000000,302.165009,304.214996,229.319214,3155436
2004-11-26,,,,,,
2004-11-29,304.000000,311.924988,301.390015,310.975006,234.414886,2640744
2004-11-30,312.040009,321.500000,311.250000,318.665009,240.211731,5254072
2004-12-01,320.250000,320.250000,314.250000,315.390015,237.743027,4240932
2004-12-02,316.250000,319.250000,309.774994,310.649994,234.169937,4828852
2004-12-03,312.315002,313.975006,305.390015,309.190002,233.069412,4888608
2004-12-06,310.000000,312.500000,302.125000,303.640015,228.885727,5736936
2004-12-07,304.000000,308.225006,303.750000,304.565002,229.583069,3931612
2004-12-08,304.500000,306.649994,299.015015,300.200012,226.292694,3664704
2004-12-09,301.239990,304.250000,301.214996,302.864990,228.301605,1900612
2004-12-10,305.000000,308.875000,303.500000,306.415009,230.977585,3108404
2004-12-13,306.500000,310.415009,306.315002,309.040009,232.956314,2498116
2004-12-14,310.500000,311.174988,307.575012,308.290009,232.390976,1541752
2004-12-15,311.000000,313.690002,309.500000,311.375000,234.716431,2886336
2004-12-16,312.114990,316.250000,309.500000,315.665009,237.950272,2175232
2004-12-17,315.000000,318.700012,313.024994,314.125000,236.789459,2754876
2004-12-20,315.000000,317.125000,314.125000,315.640015,237.931412,1134212
2004-12-21,316.239990,319.250000,315.790009,318.174988,239.842316,1729256
2004-12-22,318.774994,318.774994,307.500000,310.040009,233.710129,3000856
2004-12-23,311.924988,311.924988,306.250000,306.964996,231.392105,1974456
2004-12-24,308.239990,318.000000,305.390015,316.989990,238.949081,3330928
2004-12-27,317.500000,321.250000,315.549988,317.640015,239.439117,2200252
2004-12-28,318.000000,328.500000,316.549988,327.339996,246.750916,4807224
2004-12-29,329.239990,334.225006,328.290009,330.065002,248.805069,3316612
